Date,AAOI,AMD,AMZN,AVGO,CIEN,COHR,GLW,GOOGL,LITE,META,MRVL,MSFT,MU,NVDA,QQQ,SMH,SNDK,SOXX,STX,TSM,VRT,WDC
2024-12-17,32.11000061035156,125.0199966430664,231.14999389648438,236.57098388671875,88.13999938964844,103.29000091552734,46.710330963134766,194.4045867919922,88.91999816894531,616.3933715820312,111.73600006103516,449.1319580078125,108.04277801513672,130.19554138183594,530.9843139648438,248.0850830078125,,222.0592498779297,92.4639663696289,196.97459411621094,120.46451568603516,48.635982513427734
2024-12-18,33.970001220703125,121.41000366210938,220.52000427246094,220.21397399902344,83.91999816894531,97.33000183105469,45.48780059814453,187.4210662841797,82.9000015258789,594.2527465820312,104.79791259765625,432.2620849609375,103.36688995361328,128.71774291992188,511.8280944824219,240.17486572265625,,213.84620666503906,89.63594818115234,191.96826171875,113.90678405761719,47.808326721191406
2024-12-19,32.38999938964844,118.87999725341797,223.2899932861328,214.99472045898438,85.79000091552734,96.18000030517578,46.02571487426758,187.5304718017578,83.55999755859375,592.6407470703125,108.6103744506836,431.90631103515625,86.64314270019531,130.485107421875,509.5486755371094,237.0782470703125,,210.25550842285156,85.66299438476562,191.06515502929688,115.22431945800781,44.85887145996094
2024-12-20,37.81999969482422,119.20999908447266,224.9199981689453,217.4270782470703,87.37999725341797,97.66999816894531,46.270225524902344,190.41542053222656,85.08000183105469,582.3714599609375,111.3875961303711,431.48138427734375,89.65760803222656,134.49911499023438,513.998291015625,240.88946533203125,,213.0824432373047,85.43791961669922,193.58795166015625,119.81571960449219,45.32536315917969
2024-12-23,36.720001220703125,124.5999984741211,225.05999755859375,229.424072265625,87.62000274658203,99.0199966430664,46.4560432434082,193.61871337890625,83.22000122070312,596.8995971679688,113.23907470703125,430.1471862792969,89.25965881347656,139.46170043945312,519.0060424804688,248.44692993164062,,219.52987670898438,86.63176727294922,203.55154418945312,117.52001953125,46.31855392456055
2024-12-24,39.81999969482422,126.29000091552734,229.0500030517578,236.66175842285156,87.93000030517578,99.77999877929688,46.847259521484375,195.09100341796875,84.33999633789062,604.7608642578125,115.4190444946289,434.17938232421875,88.82191467285156,140.01087951660156,526.0437622070312,250.5902557373047,,221.79144287109375,86.59262084960938,202.5404510498047,118.51815032958984,46.423885345458984
2024-12-26,40.939998626708984,125.05999755859375,227.0500030517578,242.270263671875,88.44000244140625,99.5999984741211,46.935279846191406,194.5836639404297,85.69000244140625,600.3825073242188,115.18014526367188,432.9736328125,89.35914611816406,139.7213134765625,525.6863403320312,250.15162658691406,,221.7220001220703,86.50456237792969,199.3305206298828,118.65789031982422,46.43141174316406
2024-12-27,37.7400016784668,125.19000244140625,223.75,238.70570373535156,86.66000366210938,96.98999786376953,46.72989273071289,191.75839233398438,84.36000061035156,596.85986328125,113.09971618652344,425.4825134277344,88.17523956298828,136.8056640625,518.6984252929688,247.6294708251953,,219.8472900390625,85.5162124633789,197.92677307128906,114.89493560791016,45.67147445678711
2024-12-30,36.2400016784668,122.44000244140625,221.3000030517578,232.61338806152344,85.01000213623047,94.83999633789062,46.299564361572266,190.24630737304688,83.83999633789062,588.3319702148438,111.14869689941406,419.8493347167969,84.98255157470703,137.2849578857422,511.79974365234375,243.9010772705078,,215.52255249023438,84.67465209960938,196.7095489501953,115.94297790527344,44.85887145996094
2024-12-31,36.86000061035156,120.79000091552734,219.38999938964844,228.92047119140625,84.80999755859375,94.7300033569336,46.47561264038086,188.31639099121094,83.94999694824219,582.6301879882812,109.94424438476562,416.55841064453125,83.83696746826172,134.08973693847656,507.4521179199219,241.41879272460938,,213.7470245361328,84.45935821533203,193.86282348632812,113.39774322509766,44.866390228271484
2025-01-02,35.599998474121094,120.62999725341797,220.22000122070312,229.0587158203125,83.23999786376953,100.58999633789062,45.683414459228516,188.44569396972656,85.5999984741211,596.292724609375,113.04000091552734,413.672607421875,86.99478912353516,138.10372924804688,506.4595031738281,244.03067016601562,,215.06626892089844,84.53765106201172,197.87770080566406,118.0789794921875,46.551795959472656
2025-01-03,37.900001525878906,125.37000274658203,224.19000244140625,229.62156677246094,83.61000061035156,106.23999786376953,46.4560432434082,190.79344177246094,89.3499984741211,601.6561889648438,117.63883972167969,418.3866882324219,89.5250473022461,144.25454711914062,514.7478637695312,251.09869384765625,,220.67054748535156,87.23847198486328,204.778564453125,125.4352035522461,48.20710372924805
2025-01-06,33.93000030517578,129.5500030517578,227.61000061035156,233.43295288085938,84.48999786376953,100.95999908447266,47.277584075927734,195.8470458984375,90.44000244140625,627.100341796875,118.46504211425781,422.833984375,98.8790054321289,149.20716857910156,520.6636962890625,259.42279052734375,,227.05850219726562,87.19933319091797,215.96920776367188,133.82948303222656,49.39591979980469
2025-01-07,32.97999954223633,127.33000183105469,222.11000061035156,225.7607879638672,81.93000030517578,97.43000030517578,46.79835891723633,194.47421264648438,86.58999633789062,614.8509521484375,115.6977767944336,417.418212890625,101.51882934570312,139.93099975585938,511.37286376953125,253.25196838378906,,223.96371459960938,87.67882537841797,207.53695678710938,130.3959197998047,48.80904006958008
2025-01-08,32.369998931884766,121.83999633789062,222.1300048828125,226.42234802246094,82.2300033569336,93.66000366210938,46.68099594116211,192.9422149658203,85.19000244140625,607.7161865234375,117.68861389160156,419.58251953125,99.0284423828125,139.9010772705078,511.4622802734375,251.4475860595703,,221.73190307617188,86.78833770751953,203.31594848632812,129.0284881591797,48.1995849609375
2025-01-10,31.600000381469727,116.04000091552734,218.94000244140625,221.4853057861328,82.25,89.87000274658203,46.08440017700195,191.04212951660156,84.37999725341797,612.8309326171875,113.85429382324219,414.0382995605469,98.95868682861328,135.7073211669922,503.44195556640625,246.4132537841797,,216.4351043701172,86.9644775390625,204.54298400878906,128.68911743164062,47.266597747802734
2025-01-13,28.989999771118164,117.31999969482422,218.4600067138672,222.4529571533203,82.23999786376953,92.05000305175781,45.5562744140625,190.01748657226562,83.73999786376953,605.337890625,114.68091583251953,412.2989196777344,94.69512176513672,133.0312957763672,501.823974609375,243.88113403320312,,215.77052307128906,87.023193359375,197.6617431640625,123.7782974243164,46.6646614074707
2025-01-14,27.790000915527344,116.08999633789062,217.75999450683594,221.87039184570312,83.4800033569336,93.0,46.38758850097656,188.6745147705078,85.08000183105469,591.3272705078125,114.73069763183594,410.7967834472656,96.98629760742188,131.56350708007812,501.3475646972656,244.6786651611328,,217.18896484375,89.27388000488281,197.7500762939453,128.7090606689453,47.20639419555664
2025-01-15,31.18000030517578,119.95999908447266,223.35000610351562,225.12884521484375,85.69999694824219,96.44999694824219,47.737266540527344,194.53392028808594,88.4000015258789,614.084716796875,115.52745056152344,421.3119812011719,102.79393005371094,136.03683471679688,512.8817138671875,250.43077087402344,,221.4046173095703,92.31718444824219,203.00181579589844,131.75338745117188,48.628456115722656
2025-01-16,30.8799991607666,118.44000244140625,220.66000366210938,226.5211181640625,84.04000091552734,95.66999816894531,48.15781021118164,191.90760803222656,89.36000061035156,608.2933349609375,117.10100555419922,419.6022644042969,102.2061767578125,133.3708038330078,509.2884216308594,251.5074005126953,,221.73190307617188,93.03153991699219,210.84506225585938,132.34228515625,48.3425407409668
2025-01-17,31.030000686645508,121.45999908447266,225.94000244140625,234.44998168945312,84.76000213623047,98.29000091552734,48.744625091552734,194.9815673828125,94.41000366210938,609.7561645507812,124.25176239013672,424.0001220703125,105.3440933227539,137.504638671875,517.8844604492188,257.44891357421875,,227.8817596435547,95.57579803466797,207.61549377441406,135.62612915039062,48.93695068359375
2025-01-21,30.149999618530273,122.27999877929688,230.7100067138672,237.28382873535156,88.68000030517578,103.19999694824219,50.41703796386719,197.02093505859375,97.44999694824219,613.427978515625,123.27574920654297,423.476318359375,108.96015167236328,140.61997985839844,520.921875,261.5760803222656,,230.56983947753906,99.07903289794922,214.68324279785156,142.86257934570312,50.73521423339844
2025-01-22,33.29999923706055,123.75,235.00999450683594,237.87628173828125,94.8499984741211,107.95999908447266,52.82297134399414,197.33924865722656,100.37999725341797,620.433349609375,124.69993591308594,440.9688720703125,108.81073760986328,146.85069274902344,527.582275390625,266.3412780761719,,233.90267944335938,105.86043548583984,219.10061645507812,148.3123779296875,51.63811111450195
2025-01-23,32.5,123.04000091552734,235.4199981689453,237.2541961669922,98.18000030517578,107.76000213623047,52.793636322021484,196.95127868652344,99.33000183105469,633.319580078125,125.54647064208984,441.47283935546875,104.43758392333984,147.00047302246094,528.7039184570312,266.0222473144531,,233.46620178222656,106.09529113769531,220.4945068359375,153.20323181152344,51.67573165893555
2025-01-24,30.690000534057617,122.83999633789062,234.85000610351562,241.61854553222656,96.62000274658203,100.33000183105469,53.05769729614258,199.16970825195312,95.6500015258789,644.3053588867188,123.51477813720703,438.8539123535156,102.79393005371094,142.4073028564453,525.716064453125,260.71875,,228.7744903564453,105.87022399902344,217.80484008789062,146.046630859375,50.72016906738281
2025-01-27,24.540000915527344,115.01000213623047,235.4199981689453,199.58462524414062,76.29000091552734,81.31999969482422,48.441436767578125,190.81333923339844,74.16999816894531,656.6344604492188,99.9212875366211,429.4653015136719,90.76028442382812,118.24339294433594,510.4101867675781,235.07852172851562,,210.83082580566406,101.26121520996094,188.7779541015625,102.4083023071289,48.455406188964844
2025-01-28,26.670000076293945,114.16999816894531,238.14999389648438,204.74876403808594,80.05000305175781,82.48999786376953,50.10407257080078,194.28521728515625,77.80000305175781,671.0133666992188,103.45682525634766,441.9571228027344,87.91126251220703,128.7976531982422,517.953857421875,239.70413208007812,,211.7731170654297,98.12003326416016,198.6826171875,106.3509292602539,47.3042106628418
2025-01-29,26.530000686645508,117.3499984741211,237.07000732421875,203.75149536132812,81.36000061035156,85.58000183105469,48.705501556396484,194.39463806152344,77.91000366210938,673.1627197265625,106.35496520996094,437.1441955566406,88.6683578491211,123.51553344726562,516.981201171875,238.7869873046875,,212.64601135253906,97.24913024902344,198.6139373779297,110.25362396240234,47.25154495239258
2025-01-30,28.06999969482422,118.86000061035156,234.63999938964844,212.9442596435547,84.6500015258789,89.68000030517578,48.891326904296875,199.82627868652344,83.9800033569336,683.6210327148438,109.88054656982422,410.12469482421875,92.14494323730469,124.464111328125,519.1847534179688,244.4095001220703,,216.9707489013672,96.1727066040039,204.3270263671875,114.3858871459961,49.493736267089844
2025-01-31,27.920000076293945,115.94999694824219,237.67999267578125,218.48361206054688,87.13999938964844,90.48999786376953,50.93539047241211,202.9599151611328,85.05999755859375,685.7903442382812,112.40023803710938,410.19390869140625,90.88978576660156,119.89094543457031,518.4302978515625,242.8643035888672,,216.36569213867188,94.29388427734375,205.4755401611328,116.80135345458984,49.00466537475586
2025-02-03,25.829999923706055,114.2699966430664,237.4199981689453,214.98817443847656,85.12000274658203,87.5,50.221435546875,200.1844024658203,84.30999755859375,694.0296630859375,113.0973892211914,406.1024475097656,89.5748519897461,116.48603820800781,514.28125,238.03932189941406,,212.4674530029297,91.47563171386719,196.13040161132812,112.38961791992188,48.47045135498047
2025-02-04,27.114999771118164,119.5,242.05999755859375,219.6289825439453,87.5,87.73999786376953,50.896270751953125,205.30764770507812,86.33000183105469,700.7265625,109.2431640625,407.5354309082031,90.31201934814453,118.47306060791016,520.59423828125,240.72097778320312,,214.649658203125,92.48353576660156,200.3023223876953,111.04215240478516,48.011474609375
2025-02-05,28.15999984741211,112.01000213623047,236.1699981689453,229.0784912109375,92.08000183105469,90.0999984741211,52.11880111694336,190.33584594726562,89.19000244140625,701.403076171875,115.9855728149414,408.4446716308594,93.24072265625,124.64383697509766,522.9567260742188,246.37338256835938,,218.8057861328125,93.3838119506836,204.7393035888672,118.81758117675781,48.6961784362793
2025-02-06,30.3799991607666,110.16000366210938,238.8300018310547,228.44654846191406,93.12000274658203,100.45999908447266,52.47088623046875,190.60443115234375,92.66999816894531,708.4881591796875,118.7542495727539,410.9449768066406,94.1771240234375,128.4880828857422,525.6863403320312,247.5796356201172,,218.5181427001953,94.47001647949219,206.63385009765625,119.33660888671875,48.51559829711914
2025-02-07,29.610000610351562,107.55999755859375,229.14999389648438,222.0382537841797,89.70999908447266,95.88999938964844,51.80582809448242,184.376953125,85.9000015258789,711.0056762695312,110.16937255859375,404.9461669921875,91.94572448730469,129.6463623046875,519.0556640625,244.24002075195312,,215.11585998535156,94.08837890625,202.33432006835938,121.15321350097656,48.500545501708984
2025-02-10,30.520000457763672,110.4800033569336,233.13999938964844,232.0802001953125,90.11000061035156,93.66000366210938,51.88406753540039,185.50108337402344,81.93000030517578,713.8714599609375,112.34048461914062,407.38720703125,95.56178283691406,133.3708038330078,525.3389282226562,248.84568786621094,,217.9229736328125,95.7030029296875,204.13070678710938,125.52503204345703,51.946598052978516
2025-02-11,27.850000381469727,111.0999984741211,232.75999450683594,232.0802001953125,87.48999786376953,87.5,51.24835968017578,184.35707092285156,79.5999984741211,716.2597045898438,108.67547607421875,406.6163330078125,93.7188949584961,132.60195922851562,524.0882568359375,249.09490966796875,,218.12135314941406,95.73236846923828,204.9062042236328,123.01972961425781,51.8563117980957
2025-02-12,25.030000686645508,111.72000122070312,228.92999267578125,233.3737335205078,88.80000305175781,87.30000305175781,50.8669319152832,182.6559600830078,79.22000122070312,721.8123168945312,104.99055480957031,404.2444763183594,91.3281021118164,130.94444274902344,524.3959350585938,247.7391357421875,,218.3594207763672,97.082763671875,202.58953857421875,111.03215789794922,50.62234878540039
2025-02-13,27.040000915527344,111.80999755859375,230.3699951171875,232.8306427001953,88.8499984741211,86.45999908447266,50.9647331237793,185.1728057861328,78.12999725341797,724.9766235351562,103.078369140625,405.72686767578125,95.29283142089844,135.08824157714844,531.9398193359375,251.1385498046875,36.0,221.03756713867188,99.30410766601562,198.12310791015625,109.07582092285156,50.833030700683594
2025-02-14,25.899999618530273,113.0999984741211,228.67999267578125,230.10537719726562,89.80000305175781,86.80000305175781,51.38528060913086,184.2675323486328,77.68000030517578,733.0467529296875,106.07611083984375,403.6416320800781,99.13800048828125,138.6429443359375,534.1731567382812,251.7965087890625,36.650001525878906,221.26571655273438,99.29432678222656,200.1550750732422,107.8481216430664,51.45753479003906
2025-02-18,26.43000030517578,114.27999877929688,226.64999389648438,225.65216064453125,89.6500015258789,88.68000030517578,51.72758865356445,182.8151092529297,80.22000122070312,712.8465576171875,106.85294342041016,404.8374938964844,106.38008880615234,139.19210815429688,535.3840942382812,255.4252166748047,47.150001525878906,224.9258575439453,100.88935852050781,199.0164031982422,109.75455474853516,54.196311950683594
2025-02-19,27.329999923706055,114.69000244140625,226.6300048828125,225.8496551513672,87.05000305175781,86.37999725341797,51.51242446899414,184.3073272705078,77.29000091552734,700.3085327148438,110.58765411376953,409.90728759765625,103.95942687988281,139.02236938476562,535.5330810546875,256.541748046875,46.0,228.6653594970703,100.79150390625,197.25924682617188,107.63851165771484,53.79753112792969
2025-02-20,27.5,114.16999816894531,222.8800048828125,223.88473510742188,86.44999694824219,86.23999786376953,50.730003356933594,183.60101318359375,76.33999633789062,691.4225463867188,108.26714324951172,412.07598876953125,102.7839584350586,139.9010772705078,533.2599487304688,257.00030517578125,48.2599983215332,229.2010040283203,100.4392318725586,196.42489624023438,104.63414001464844,53.639530181884766
2025-02-21,27.040000915527344,110.83999633789062,216.5800018310547,215.90647888183594,84.08000183105469,82.63999938964844,50.35835647583008,178.7264862060547,73.3499984741211,680.18798828125,103.3871078491211,404.2331237792969,98.46060943603516,134.22952270507812,522.1923828125,249.2145538330078,50.369998931884766,222.16836547851562,98.6875991821289,194.5990447998047,95.81066131591797,51.69830322265625
2025-02-24,27.31999969482422,108.11000061035156,212.7100067138672,205.31158447265625,80.43000030517578,80.22000122070312,49.66395950317383,178.318603515625,72.47000122070312,664.8438720703125,97.51114654541016,400.0641174316406,95.04378509521484,130.08570861816406,516.0282592773438,242.6649169921875,48.599998474121094,216.95091247558594,97.93412780761719,188.1300811767578,90.84993743896484,48.79659652709961
2025-02-25,23.34000015258789,103.95999908447266,212.8000030517578,199.98944091796875,78.29000091552734,76.12999725341797,48.57835388183594,174.5084991455078,70.38999938964844,654.2660522460938,92.62114715576172,394.0235595703125,92.86217498779297,126.44115447998047,509.5266418457031,237.51095581054688,48.15999984741211,212.47738647460938,97.58183288574219,185.89193725585938,91.72830200195312,48.84636688232422
2025-02-26,25.190000534057617,104.73999786376953,214.35000610351562,210.2584991455078,80.7699966430664,78.4000015258789,48.910884857177734,171.83248901367188,72.5,670.3864135742188,94.51341247558594,395.8357849121094,97.3349609375,131.08421325683594,510.7574768066406,243.06369018554688,46.58000183105469,216.17721557617188,98.12003326416016,191.04551696777344,98.4257583618164,49.931400299072266
2025-02-27,24.040000915527344,99.51000213623047,208.74000549316406,195.30917358398438,78.02999877929688,74.91999816894531,47.92308044433594,167.62445068359375,69.62000274658203,655.0025024414062,87.29293823242188,388.70587158203125,91.46755981445312,119.97081756591797,496.57305908203125,228.08029174804688,45.15999984741211,203.58985900878906,98.51145935058594,177.76400756835938,92.23735046386719,47.98033142089844
2025-02-28,21.860000610351562,99.86000061035156,212.27999877929688,196.9186248779297,79.56999969482422,75.19000244140625,49.32969284057617,169.3952178955078,70.33000183105469,664.91357421875,91.44595336914062,393.1224365234375,93.27062225341797,124.73371124267578,504.4147033691406,232.04795837402344,46.849998474121094,206.83340454101562,99.72488403320312,177.21432495117188,94.99217987060547,48.70700454711914
2025-03-03,17.719999313354492,98.2300033569336,205.02000427246094,185.010498046875,74.69000244140625,68.2699966430664,47.46077346801758,166.14219665527344,65.69000244140625,651.828125,85.48036193847656,384.7052001953125,90.1924819946289,113.88990020751953,493.37689208984375,222.3182373046875,50.310001373291016,199.5230255126953,97.91454315185547,169.7931671142578,85.25041198730469,46.79574966430664
2025-03-04,18.139999389648438,100.75,203.8000030517578,185.11912536621094,74.30999755859375,69.56999969482422,45.729557037353516,170.0318603515625,65.08999633789062,636.8522338867188,87.97016906738281,384.8240661621094,90.84994506835938,115.81702423095703,491.8879699707031,224.53134155273438,48.689998626708984,200.6339569091797,92.06275939941406,176.69406127929688,86.22859954833984,44.426605224609375
2025-03-05,18.079999923706055,101.66999816894531,208.36000061035156,189.16746520996094,75.25,71.83999633789062,46.270565032958984,172.12098693847656,67.33999633789062,653.2411499023438,89.77279663085938,397.1131591796875,93.97789001464844,117.12506866455078,498.30023193359375,228.6884002685547,48.470001220703125,204.95870971679688,90.44815063476562,180.89544677734375,87.72579193115234,43.998558044433594
2025-03-06,15.550000190734863,98.8499984741211,200.6999969482422,177.1902313232422,68.43000030517578,65.04000091552734,44.765586853027344,171.45445251464844,61.09000015258789,624.841552734375,71.98555755615234,393.0234375,88.9273452758789,110.40510559082031,484.59234619140625,219.09825134277344,46.5,196.4381561279297,84.78228759765625,172.62025451660156,81.88671875,41.26109313964844
2025-03-07,15.819999694824219,100.30999755859375,199.25,192.50491333007812,68.93000030517578,66.54000091552734,45.17871856689453,172.95660400390625,62.11000061035156,622.5826416015625,70.55142211914062,389.478271484375,92.60318756103516,112.52195739746094,488.15576171875,224.39178466796875,51.0,202.201171875,86.11312866210938,173.84730529785156,84.88111877441406,41.50995635986328
2025-03-10,14.149999618530273,96.62999725341797,194.5399932861328,182.12725830078125,65.52999877929688,62.810001373291016,44.27376937866211,165.1981658935547,57.40999984741211,595.0487060546875,65.40247344970703,376.4563903808594,86.74575805664062,106.8204574584961,469.2366638183594,213.86453247070312,53.0,192.84744262695312,84.5572280883789,167.5157470703125,77.87422943115234,40.35523986816406
2025-03-11,15.069999694824219,96.76000213623047,196.58999633789062,187.6962432861328,63.95000076293945,66.4800033569336,44.1754035949707,163.37557983398438,62.04999923706055,602.7308349609375,66.88641357421875,376.7436218261719,88.70820617675781,108.5978012084961,468.1149597167969,213.5554962158203,52.15999984741211,190.56605529785156,85.105224609375,167.82989501953125,82.96470642089844,41.609493255615234
2025-03-12,17.299999237060547,100.79000091552734,198.88999938964844,191.7841033935547,66.4000015258789,67.31999969482422,44.65739440917969,166.43312072753906,64.0199966430664,616.5127563476562,69.5654525756836,379.53607177734375,95.27289581298828,115.57803344726562,473.39569091796875,219.83596801757812,50.439998626708984,194.49403381347656,84.87036895751953,173.916015625,85.22047424316406,42.76421356201172
2025-03-13,15.869999885559082,98.11000061035156,193.88999938964844,188.9502716064453,62.310001373291016,62.400001525878906,44.8541145324707,162.10076904296875,60.290000915527344,587.7349243164062,68.47989654541016,375.0799255371094,94.51581573486328,115.41825103759766,464.8790588378906,218.8689727783203,48.439998626708984,193.52197265625,83.78416442871094,168.43850708007812,82.93475341796875,41.83844757080078
2025-03-14,22.110000610351562,100.97000122070312,197.9499969482422,193.07762145996094,63.84000015258789,64.30000305175781,45.98530578613281,164.81971740722656,63.61000061035156,605.1494140625,68.45996856689453,384.77459716796875,100.40313720703125,121.49972534179688,476.1153869628906,225.86720275878906,54.81999969482422,199.49327087402344,86.01527404785156,170.892578125,87.28661346435547,44.32705307006836
2025-03-17,20.979999542236328,104.58999633789062,195.74000549316406,192.0507049560547,65.68000030517578,66.98999786376953,46.093505859375,163.62457275390625,68.30999755859375,602.4603881835938,70.11322021484375,384.9131774902344,102.7142333984375,119.36271667480469,479.2024230957031,228.24978637695312,55.650001525878906,202.78640747070312,88.56932067871094,173.0030975341797,88.91356658935547,44.54605484008789
2025-03-18,20.200000762939453,103.51000213623047,192.82000732421875,186.2941131591797,64.33000183105469,65.37999725341797,46.49679946899414,160.0192108154297,65.87999725341797,580.0112915039062,68.00183868408203,379.7836608886719,101.32955169677734,115.26846313476562,471.03326416015625,224.72076416015625,56.41999816894531,200.0958709716797,86.73941040039062,170.6123809814453,84.53789520263672,44.13792419433594
2025-03-19,21.1299991607666,106.2300033569336,195.5399932861328,193.1072540283203,65.9000015258789,69.7699966430664,47.962425231933594,163.22618103027344,67.16999816894531,581.7044067382812,69.5256118774414,384.0417785644531,101.66825103759766,117.35552978515625,477.3362731933594,226.70458984375,56.33000183105469,201.72470092773438,87.73585510253906,171.23321533203125,89.0413818359375,44.695369720458984
2025-03-20,21.079999923706055,107.13999938964844,194.9499969482422,188.7098846435547,65.62999725341797,68.70999908447266,47.873897552490234,162.14060974121094,68.83000183105469,583.6365356445312,70.20285034179688,383.0712890625,102.60465240478516,118.36412048339844,475.7183532714844,226.345703125,56.209999084472656,200.11575317382812,87.19322204589844,174.8892822265625,88.9515151977539,44.30714797973633
2025-03-21,20.43000030517578,106.44000244140625,196.2100067138672,189.81912231445312,65.55999755859375,68.23999786376953,47.73618698120117,163.3258056640625,66.61000061035156,593.84521484375,70.1032485961914,387.4482727050781,94.35643005371094,117.5352783203125,477.2867126464844,224.07278442382812,53.959999084472656,198.02015686035156,87.08470916748047,174.16001892089844,88.50215911865234,43.461021423339844
2025-03-24,22.280000686645508,113.8499984741211,203.25999450683594,189.41305541992188,69.52999877929688,76.70999908447266,49.07394790649414,167.00082397460938,73.62999725341797,616.35400390625,72.4636001586914,389.25048828125,96.56791687011719,121.24009704589844,487.76043701171875,229.9145965576172,52.9900016784668,203.8997802734375,87.59772491455078,178.52561950683594,93.55486297607422,44.10805892944336
2025-03-25,21.770000457763672,114.80999755859375,205.7100067138672,186.45176696777344,69.41999816894531,75.63999938964844,48.18866729736328,169.8691864013672,71.06999969482422,623.7839965820312,71.3780288696289,391.3102722167969,93.8185043334961,120.5210952758789,490.5438232421875,228.93763732910156,52.20000076293945,202.79733276367188,86.77886962890625,178.26937866210938,91.44790649414062,43.1922492980957
2025-03-26,19.489999771118164,110.19000244140625,201.1300048828125,177.5481414794922,65.76000213623047,71.48999786376953,46.329586029052734,164.39144897460938,66.11000061035156,608.5158081054688,66.48804473876953,386.17083740234375,91.7763671875,113.60079956054688,481.51751708984375,221.3213348388672,52.619998931884766,197.11634826660156,86.45330047607422,170.9770050048828,81.50227355957031,42.42576217651367
